bucket	relevance	year	cites	venue	title	doi	oa_url	source_api	query
memoria	0.556	2019	23	International Journal of Machine Learning and Cybernetics	Handwritten Bangla character and numeral recognition using convolutional neural network for low-memory GPU	10.1007/s13042-019-00938-1		crossref	GPU memory bandwidth bound training convolutional neural network optimization
memoria	0.556	2018	44	IEEE Transactions on Neural Networks and Learning Systems	Runtime Programmable and Memory Bandwidth Optimized FPGA-Based Coprocessor for Deep Convolutional Neural Network	10.1109/tnnls.2018.2815085		crossref	GPU memory bandwidth bound training convolutional neural network optimization
memoria	0.556	2017	36	Engineering Applications of Artificial Intelligence	GPU-based parallel optimization of immune convolutional neural network and embedded system	10.1016/j.engappai.2016.08.019		crossref	GPU memory bandwidth bound training convolutional neural network optimization
amp	0.5	2026	0	Federal University Gusau Faculty of Education Journal	Uncertainty-Aware Training and Computational Scaling for Hybrid Neural Pipeline Models: Heteroscedastic Loss Functions, Mixed Precision, and Multi-GPU Optimisation	10.64348/zije.2026442		crossref	automatic mixed precision training speedup older GPU architectures
kernels	0.5	2026	0	Journal of Mathematical Sciences	ONLINE PORTFOLIO SELECTION FOR TRACKING BENCHMARK RETURNS: A LOW-REGRET ALGORITHM AGAINST FUNCTIONAL COMPARATORS	10.1007/s10958-026-08404-4		crossref	cuDNN benchmark algorithm selection convolution autotuning
kernels	0.5	2026	0	Computer Modeling in Engineering &amp; Sciences	Quantitative Profiling of Tabular Biomedical Benchmark Datasets: A Meta-Learning Perspective for Algorithm Selection	10.32604/cmes.2026.082841		crossref	cuDNN benchmark algorithm selection convolution autotuning
kernels	0.5	2026	0	Neural Networks	Deep kernel learning enhanced fusion for multimodal classification	10.1016/j.neunet.2026.109223		crossref	CUDA kernel fusion reduce launch overhead deep learning
kernels	0.5	2026	0	Engineering Applications of Artificial Intelligence	A deep learning model for photovoltaic soiling loss prediction and estimation based on Large Kernel Cross-Attention Fusion	10.1016/j.engappai.2026.114097		crossref	CUDA kernel fusion reduce launch overhead deep learning
pascal	0.5	2025	4	Physics of Fluids	Deep Opt: A structure optimization framework based on deep learning, and its application to micromixer optimization	10.1063/5.0247049		crossref	GTX 1070 deep learning training performance optimization
pascal	0.5	2025	4	Physics of Fluids	Transfer learning-enhanced deep reinforcement learning for aerodynamic airfoil optimization subject to structural constraints	10.1063/5.0274045		crossref	GTX 1070 deep learning training performance optimization
pascal	0.5	2025	0	Computing, Performance and Communication Systems	Research on Optimization of Deep Learning in Handwritten Digit Recognition	10.23977/cpcs.2025.090108		crossref	GTX 1070 deep learning training performance optimization
pascal	0.5	2025	0	Physics of Fluids	Low-cost and generalizable optimization for the centrifugal pump using deep reinforcement learning	10.1063/5.0301122		crossref	GTX 1070 deep learning training performance optimization
amp	0.5	2025	6	Neural Networks	Hessian-based mixed-precision quantization with transition aware training for neural networks	10.1016/j.neunet.2024.106910		crossref	mixed precision training memory bandwidth bound convolutional networks
amp	0.5	2025	0	Nuclear Science and Engineering	Accurate Radioisotope Identification in Mixed Materials Using Convolutional Neural Networks with Minimal Training Data	10.1080/00295639.2025.2551384		crossref	mixed precision training memory bandwidth bound convolutional networks
kernels	0.5	2025	4	Discover Computing	Fusion of non-iterative deep neural network feature extraction with kernel extreme learning machine for plant disease classification	10.1007/s10791-025-09679-y		crossref	CUDA kernel fusion reduce launch overhead deep learning
kernels	0.5	2025	14	Process Safety and Environmental Protection	Deep network model fusion of wide kernel feature learning for industrial process modeling and fault diagnosis	10.1016/j.psep.2024.12.066		crossref	CUDA kernel fusion reduce launch overhead deep learning
pascal	0.5	2024	13	Physics of Fluids	A comprehensive deep learning geometric shape optimization framework with field prediction surrogate and reinforcement learning	10.1063/5.0198981		crossref	GTX 1070 deep learning training performance optimization
amp	0.5	2024	5	Remote Sensing	Hierarchical Mixed-Precision Post-Training Quantization for SAR Ship Detection Networks	10.3390/rs16214042		crossref	mixed precision training memory bandwidth bound convolutional networks
amp	0.5	2024	0	Jurnal RESTI (Rekayasa Sistem dan Teknologi Informasi)	Reducing Training Time in Skin Cancer Classification Using Convolutional Neural Network with Mixed Precision Implementation	10.29207/resti.v8i6.5996		crossref	mixed precision training memory bandwidth bound convolutional networks
kernels	0.5	2024	0	BASRA JOURNAL OF SCIENCE	Improve Question Classification Genetic Algorithm Based Feature Selection and Convolution Neural Network	10.29072/basjs.20240111		crossref	cuDNN benchmark algorithm selection convolution autotuning
kernels	0.5	2024	10	Information Fusion	Automated algorithm selection using meta-learning and pre-trained deep convolution neural networks	10.1016/j.inffus.2023.102210		crossref	cuDNN benchmark algorithm selection convolution autotuning
kernels	0.5	2024	1	Physica Scripta	A deep learning approach for reduce CSI feedback overhead in massive MIMO	10.1088/1402-4896/ad3154		crossref	CUDA kernel fusion reduce launch overhead deep learning
pascal	0.5	2023	216	Sustainable Computing Informatics and Systems	Trends in AI inference energy consumption: Beyond the performance-vs-parameter laws of deep learning	10.1016/j.suscom.2023.100857	https://doi.org/10.1016/j.suscom.2023.100857	openalex	GTX 1070 deep learning training performance optimization
pascal	0.5	2023	8	Physics of Fluids	Intelligent prediction of acoustic performance of landing gear using deep learning	10.1063/5.0153890		crossref	GTX 1070 deep learning training performance optimization
pascal	0.5	2023	27	Physics of Fluids	Aerodynamic optimization of airfoil based on deep reinforcement learning	10.1063/5.0137002		crossref	GTX 1070 deep learning training performance optimization
amp	0.5	2023	33	IEEE Access	Impact of Mixed Precision Techniques on Training and Inference Efficiency of Deep Neural Networks	10.1109/access.2023.3284388		crossref	mixed precision training memory bandwidth bound convolutional networks
kernels	0.5	2023	76	Expert Systems with Applications	Multivariate selection-combination short-term wind speed forecasting system based on convolution-recurrent network and multi-objective chameleon swarm algorithm	10.1016/j.eswa.2022.119129		crossref	cuDNN benchmark algorithm selection convolution autotuning
kernels	0.5	2023	0	Multimedia Tools and Applications	Face forgery detection via optimum deep convolution activation feature selection algorithm using expert-generated images	10.1007/s11042-023-14612-w		crossref	cuDNN benchmark algorithm selection convolution autotuning
pascal	0.5	2022	1	Journal of Optical Technology	Training a dynamically configurable classifier with deep Q-learning	10.1364/jot.89.000437		crossref	GTX 1070 deep learning training performance optimization
kernels	0.5	2022	1	IRO Journal on Sustainable Wireless Systems	Selection of Cluster Head in Wireless Sensor Network using Convolution Neural Network Algorithm	10.36548/jsws.2022.1.005		crossref	cuDNN benchmark algorithm selection convolution autotuning
pascal	0.5	2021	7	The Leading Edge	Deep learning network optimization and hyperparameter tuning for seismic lithofacies classification	10.1190/tle40070514.1		crossref	GTX 1070 deep learning training performance optimization
amp	0.5	2021	1	IEEE Access	Training of Mixed-Signal Optical Convolutional Neural Networks With Reduced Quantization Levels	10.1109/access.2021.3072193		crossref	mixed precision training memory bandwidth bound convolutional networks
kernels	0.5	2021	38	Evolving Systems	Botnet detection using negative selection algorithm, convolution neural network and classification methods	10.1007/s12530-020-09362-1		crossref	cuDNN benchmark algorithm selection convolution autotuning
pascal	0.5	2020	287	Sensors	Assessment and Estimation of Face Detection Performance Based on Deep Learning for Forensic Applications	10.3390/s20164491	https://www.mdpi.com/1424-8220/20/16/4491/pdf?version=1597311773	openalex	GTX 1070 deep learning training performance optimization
pascal	0.5	2020	17	The Leading Edge	Deep learning-based artificial bandwidth extension: Training on ultrasparse OBN to enhance towed-streamer FWI	10.1190/tle39100718.1		crossref	GTX 1070 deep learning training performance optimization
amp	0.5	2019	8	Journal of Software Engineering and Applications	Reducing the Memory Cost of Training Convolutional Neural Networks by CPU Offloading	10.4236/jsea.2019.128019		crossref	mixed precision training memory bandwidth bound convolutional networks
amp	0.5	2018	123	Neural Networks	GXNOR-Net: Training deep neural networks with ternary weights and activations without full-precision memory under a unified discretization framework	10.1016/j.neunet.2018.01.010		crossref	mixed precision training memory bandwidth bound convolutional networks
kernels	0.5	2016	147	Artificial Intelligence	ASlib: A benchmark library for algorithm selection	10.1016/j.artint.2016.04.003		crossref	cuDNN benchmark algorithm selection convolution autotuning
memoria	0.444	2026	0	Optical Memory and Neural Networks	Combination of Convolutional Neural Network and Long Short Term Memory Network for Arabic Handwritten Recognition	10.3103/s1060992x24601787		crossref	GPU memory bandwidth bound training convolutional neural network optimization
memoria	0.444	2025	0	Optical Memory and Neural Networks	Comparison of Training Results of a Convolutional Neural Network with Computed Weights and Random Weight Initialization	10.3103/s1060992x2560034x		crossref	GPU memory bandwidth bound training convolutional neural network optimization
memoria	0.444	2024	0	Studia Informatica. System and information technology	Scheduling using Convolutional Neural Network in GPU environment	10.34739/si.2024.30.06		crossref	GPU memory bandwidth bound training convolutional neural network optimization
memoria	0.444	2023	5	Optical Memory and Neural Networks	Data Augmentation and Fine Tuning of Convolutional Neural Network during Training for Person Re-Identification in Video Surveillance Systems	10.3103/s1060992x23040124		crossref	GPU memory bandwidth bound training convolutional neural network optimization
memoria	0.444	2022	36	PeerJ Computer Science	Effect of neural network structure in accelerating performance and accuracy of a convolutional neural network with GPU/TPU for image analytics	10.7717/peerj-cs.909		crossref	GPU memory bandwidth bound training convolutional neural network optimization
memoria	0.444	2022	25	Fuel Cells	Remaining useful lifetime prediction methods of proton exchange membrane fuel cell based on convolutional neural network‐long short‐term memory and convolutional neural network‐bidirectional long short‐term memory	10.1002/fuce.202200106		crossref	GPU memory bandwidth bound training convolutional neural network optimization
memoria	0.444	2021	0	International Journal for Research in Applied Science and Engineering Technology	GPU Enabled Face Recognition System using Convolutional Neural Network	10.22214/ijraset.2021.33659		crossref	GPU memory bandwidth bound training convolutional neural network optimization
memoria	0.444	2018	45	IEEE Access	Gait-Based Human Identification by Combining Shallow Convolutional Neural Network-Stacked Long Short-Term Memory and Deep Convolutional Neural Network	10.1109/access.2018.2876890		crossref	GPU memory bandwidth bound training convolutional neural network optimization
pascal	0.429	2026	0	Journal of Agriculture &amp; Education Research	Precision Agriculture using Machine Learning and Deep Learning Algorithms: A Comprehensive Study	10.64030/3065-8764.04.01.01		crossref	Pascal GP104 half precision FP16 throughput deep learning training
pascal	0.429	2026	0	International Journal of Scientific Engineering and Research	Pest Identification in Crop Fields Using Convolutional Neural Networks (CNNs): A Deep Learning Approach to Precision Agriculture	10.70729/se26324115121		crossref	Pascal GP104 half precision FP16 throughput deep learning training
pascal	0.429	2026	0	Chinese Optics Letters	High-precision nonlinear calibration of FMCW LiDAR systems: a deep learning approach leveraging digital twin and reinforcement learning	10.3788/col202624.021201		crossref	Pascal GP104 half precision FP16 throughput deep learning training
pascal	0.429	2024	3	Machine Learning	Better schedules for low precision training of deep neural networks	10.1007/s10994-023-06480-0		crossref	Pascal GP104 half precision FP16 throughput deep learning training
pascal	0.429	2024	0	International Journal of Artificial Intelligence, Data Science, and Machine Learning	Deep Learning for Industrial Barcode Recognition at High Throughput	10.63282/3050-9262.ijaidsml-v5i1p108		crossref	Pascal GP104 half precision FP16 throughput deep learning training
pascal	0.429	2024	0	Advanced Imaging	High-throughput, nondestructive, and low-cost histological imaging with deep-learning-assisted UV microscopy	10.3788/ai.2024.10007		crossref	Pascal GP104 half precision FP16 throughput deep learning training
pascal	0.429	2024	1	Methods	Advanced deep learning approaches enable high-throughput biological and biomedicine data analysis	10.1016/j.ymeth.2024.08.002		crossref	Pascal GP104 half precision FP16 throughput deep learning training
pascal	0.429	2023	2	Journal of Information Engineering and Applications	IoT, Big Data Analytics and Deep Learning for Sustainable Precision Agriculture	10.7176/jiea/13-1-03		crossref	Pascal GP104 half precision FP16 throughput deep learning training
memoria	0.429	2023	8	Reading and Writing	Eye movements and reading comprehension performance: examining the relationships among test format, working memory capacity and reading comprehension	10.1007/s11145-023-10428-0		crossref	channels_last memory format convolution performance PyTorch
pascal	0.429	2022	1	Nature Electronics	Accelerating deep learning with precision	10.1038/s41928-022-00813-y		crossref	Pascal GP104 half precision FP16 throughput deep learning training
pascal	0.429	2022	12	Applied Sciences	Improving Streaming Video with Deep Learning-Based Network Throughput Prediction	10.3390/app122010274		crossref	Pascal GP104 half precision FP16 throughput deep learning training
memoria	0.429	2022	1	Cluster Computing	Improving Oversubscribed GPU Memory Performance in the PyTorch Framework	10.1007/s10586-022-03805-x		crossref	channels_last memory format convolution performance PyTorch
pascal	0.429	2021	21	JCO Precision Oncology	Training, Validation, and Test of Deep Learning Models for Classification of Receptor Expressions in Breast Cancers From Mammograms	10.1200/po.20.00176		crossref	Pascal GP104 half precision FP16 throughput deep learning training
pascal	0.429	2019	26	IEEE Solid-State Circuits Letters	An Energy-Efficient Sparse Deep-Neural-Network Learning Accelerator With Fine-Grained Mixed Precision of FP8–FP16	10.1109/lssc.2019.2937440		crossref	Pascal GP104 half precision FP16 throughput deep learning training
pascal	0.429	2019	215	Expert Review of Precision Medicine and Drug Development	Deep learning and radiomics in precision medicine	10.1080/23808993.2019.1585805		crossref	Pascal GP104 half precision FP16 throughput deep learning training
memoria	0.429	2019	1	Clinical Neurophysiology	O-43 Data-driven selection of active iEEG channels during verbal memory task performance	10.1016/j.clinph.2019.04.358		crossref	channels_last memory format convolution performance PyTorch
pascal	0.429	2017	138	npj Precision Oncology	Precision histology: how deep learning is poised to revitalize histomorphology for personalized cancer care	10.1038/s41698-017-0022-1		crossref	Pascal GP104 half precision FP16 throughput deep learning training
memoria	0.429	2016	20	Animal Behaviour	How task format affects cognitive performance: a memory test with two species of New World monkeys	10.1016/j.anbehav.2016.08.005		crossref	channels_last memory format convolution performance PyTorch
amp	0.375	2026	2	ACM Transactions on Mathematical Software	Kernel Float: Unlocking Mixed-Precision GPU Programming	10.1145/3779120		crossref	automatic mixed precision training speedup older GPU architectures
amp	0.375	2026	0	International Scientific Journal of Engineering and Management	TSR-GEMM: Tile-Selective Precision Recovery for Robust Mixed-Precision Matrix Multiplication on GPU Tensor Cores	10.55041/isjem06493		crossref	automatic mixed precision training speedup older GPU architectures
amp	0.375	2026	0	IEEE Transactions on Parallel and Distributed Systems	Accuracy-Aware Mixed-Precision GPU Auto-Tuning	10.1109/tpds.2026.3659324		crossref	automatic mixed precision training speedup older GPU architectures
amp	0.375	2026	0	Terra security	COMPARATIVE ANALYSIS OF OPTIMIZATION ALGORITHMS AND MIXED-PRECISION TRAINING FOR MINIMIZING NEURAL NETWORK TRAINING TIME	10.20998/3083-6298.2026.02.10		crossref	automatic mixed precision training speedup older GPU architectures
amp	0.375	2026	1	IEEE Antennas and Wireless Propagation Letters	GPU-Accelerated Mixed-Precision FDFD Method for 3-D Electromagnetic Problems	10.1109/lawp.2025.3616341		crossref	automatic mixed precision training speedup older GPU architectures
amp	0.375	2026	0	Computer Networks	DeepPlus: An adaptive deadline and fairness aware scheduler for accelerating mixed deep learning training and inference workloads in GPU cluster	10.1016/j.comnet.2025.111883		crossref	automatic mixed precision training speedup older GPU architectures
amp	0.375	2026	0	Neural Networks	Training sparse convolutional deep predictive coding networks with attention	10.1016/j.neunet.2026.108836		crossref	mixed precision training memory bandwidth bound convolutional networks
amp	0.375	2025	1	Processes	Application of Mixed Precision Training in Human Pose Estimation Model Training	10.3390/pr13061894		crossref	automatic mixed precision training speedup older GPU architectures
amp	0.375	2025	1	JSIAM Letters	Mixed-precision implementation of block &lt;i&gt;ϵ&lt;/i&gt;-circulant preconditioner on modern CPU-GPU environments	10.14495/jsiaml.17.85		crossref	automatic mixed precision training speedup older GPU architectures
amp	0.375	2025	2	SN Computer Science	High-Performance Mixed-Precision Matrix Multiplication via Tile-Centric Design on Modern Architectures	10.1007/s42979-025-04575-0		crossref	automatic mixed precision training speedup older GPU architectures
amp	0.375	2025	0	Agro Productividad	Bio-Inspired Optimization of Convolutional Neural Networks for Enhanced Maize Disease Detection in Precision Agriculture	10.32854/5aqn0407		crossref	mixed precision training memory bandwidth bound convolutional networks
amp	0.375	2025	5	Applied Acoustics	Design of subwavelength wide bandwidth sound absorbers by inverse convolutional neural networks	10.1016/j.apacoust.2025.110543		crossref	mixed precision training memory bandwidth bound convolutional networks
kernels	0.375	2025	0	International Research Journal of Modernization in Engineering Technology &amp; Science	Performance Comparison of MPS, CUDA, and Apple Silicon CPU for Deep Learning Image Classification	10.56726/irjmets85433		crossref	CUDA kernel fusion reduce launch overhead deep learning
kernels	0.375	2025	5	ACM Transactions on Architecture and Code Optimization	RT-GNN: Accelerating Sparse Graph Neural Networks by Tensor-CUDA Kernel Fusion	10.1145/3702001		crossref	CUDA kernel fusion reduce launch overhead deep learning
amp	0.375	2024	8	Mathematics	AMED: Automatic Mixed-Precision Quantization for Edge Devices	10.3390/math12121810		crossref	automatic mixed precision training speedup older GPU architectures
kernels	0.375	2024	55	Information Fusion	Dual-level Deep Evidential Fusion: Integrating multimodal information for enhanced reliable decision-making in deep learning	10.1016/j.inffus.2023.102113		crossref	CUDA kernel fusion reduce launch overhead deep learning
kernels	0.375	2024	0	International Journal of Science and Research (IJSR)	Efficient Human-Machine Interface through Deep Learning Fusion	10.21275/sr24109210845		crossref	CUDA kernel fusion reduce launch overhead deep learning
amp	0.375	2023	1	IEEE Access	Mixed-Precision Sparse Approximate Inverse Preconditioning Algorithm on GPU	10.1109/access.2023.3338443		crossref	automatic mixed precision training speedup older GPU architectures
amp	0.375	2023	3	Neurocomputing	Edge convolutional networks: Decomposing graph convolutional networks for stochastic training with independent edges	10.1016/j.neucom.2023.126430		crossref	mixed precision training memory bandwidth bound convolutional networks
kernels	0.375	2023	1	International Journal of Science and Research (IJSR)	Multi-Modal Fusion Techniques in Deep Learning	10.21275/sr23905100554		crossref	CUDA kernel fusion reduce launch overhead deep learning
kernels	0.375	2023	6	IFAC-PapersOnLine	Deep Kernel Learning-Based Bayesian Optimization with Adaptive Kernel Functions	10.1016/j.ifacol.2023.10.392		crossref	CUDA kernel fusion reduce launch overhead deep learning
amp	0.375	2022	15	IEEE Transactions on Computers	Reduced Precision DWC: An Efficient Hardening Strategy for Mixed-Precision Architectures	10.1109/tc.2021.3058872		crossref	automatic mixed precision training speedup older GPU architectures
amp	0.375	2021	31	Proceedings of the AAAI Conference on Artificial Intelligence	Post-training Quantization with Multiple Points: Mixed Precision without Mixed Precision	10.1609/aaai.v35i10.17054		crossref	automatic mixed precision training speedup older GPU architectures
amp	0.375	2020	6	Engineering Computations	A novel parallel finite element procedure for nonlinear dynamic problems using GPU and mixed-precision algorithm	10.1108/ec-07-2019-0328		crossref	automatic mixed precision training speedup older GPU architectures
kernels	0.375	2019	33	Frontiers in Genetics	Multivariate Information Fusion With Fast Kernel Learning to Kernel Ridge Regression in Predicting LncRNA-Protein Interactions	10.3389/fgene.2018.00716		crossref	CUDA kernel fusion reduce launch overhead deep learning
amp	0.375	2018	12	Concurrency and Computation: Practice and Experience	Machine learning method for energy reduction by utilizing dynamic mixed precision on GPU‐based supercomputers	10.1002/cpe.4644		crossref	automatic mixed precision training speedup older GPU architectures
amp	0.375	2018	1	Concurrency and Computation: Practice and Experience	A GPU‐aware mixed‐precision solver for low‐rank algebraic Riccati equations	10.1002/cpe.4462		crossref	automatic mixed precision training speedup older GPU architectures
kernels	0.375	2018	13	International Journal of Computational Intelligence Systems	Bayesian Deep Reinforcement Learning via Deep Kernel Learning	10.2991/ijcis.2018.25905189		crossref	CUDA kernel fusion reduce launch overhead deep learning
amp	0.375	2017	81	Information Technology and Management Science	Deep Convolutional Neural Networks: Structure, Feature Extraction and Training	10.1515/itms-2017-0007		crossref	mixed precision training memory bandwidth bound convolutional networks
kernels	0.375	2017	87	Information Fusion	Kernel fusion based extreme learning machine for cross-location activity recognition	10.1016/j.inffus.2017.01.004		crossref	CUDA kernel fusion reduce launch overhead deep learning
amp	0.375	2016	9	Journal of Advances in Technology and Engineering Research	Batch size for training convolutional neural networks for sentence classification	10.20474/jater-2.5.3		crossref	mixed precision training memory bandwidth bound convolutional networks
kernels	0.333	2025	0	PRZEGLĄD ELEKTROTECHNICZNY	Q-Learning algorithm for PI controller autotuning	10.15199/48.2025.05.10		crossref	cuDNN benchmark algorithm selection convolution autotuning
kernels	0.333	2025	5	Computers &amp; Chemical Engineering	PAMSO: Parametric Autotuning Multi-time Scale Optimization Algorithm	10.1016/j.compchemeng.2025.109160		crossref	cuDNN benchmark algorithm selection convolution autotuning
memoria	0.333	2024	2	Optical Memory and Neural Networks	Analytical Calculation of Weights Convolutional Neural Network	10.3103/s1060992x24700061		crossref	GPU memory bandwidth bound training convolutional neural network optimization
kernels	0.333	2024	3	IFAC-PapersOnLine	Model Parametrisation and Rule Selection for Problem-tailored PID Autotuning	10.1016/j.ifacol.2024.08.008		crossref	cuDNN benchmark algorithm selection convolution autotuning
