bucket	relevance	year	cites	venue	title	doi	oa_url	source_api	query
lote	0.5	2024	2	Optimization Letters	A limited memory subspace minimization conjugate gradient algorithm for unconstrained optimization	10.1007/s11590-024-02131-y		crossref	gradient accumulation limited GPU memory training
lote	0.5	2024	1	Optimization Methods and Software	A family of limited memory three term conjugate gradient methods	10.1080/10556788.2024.2329591		crossref	gradient accumulation limited GPU memory training
lote	0.5	2024	2	IEEE Access	Accelerating CNN Training With Concurrent Execution of GPU and Processing-in-Memory	10.1109/access.2024.3488004		crossref	gradient accumulation limited GPU memory training
lote	0.5	2024	1	Journal of Intelligent &amp; Fuzzy Systems	Two new limited-memory preconditioned conjugate gradient algorithms for nonlinear optimization problems	10.3233/jifs-233081		crossref	gradient accumulation limited GPU memory training
lote	0.5	2024	6	Future Generation Computer Systems	pommDNN: Performance optimal GPU memory management for deep neural network training	10.1016/j.future.2023.10.025		crossref	gradient accumulation limited GPU memory training
lote	0.5	2024	1	Proceedings of the AAAI Conference on Artificial Intelligence	Limited Memory Online Gradient Descent for Kernelized Pairwise Learning with Dynamic Averaging	10.1609/aaai.v38i10.28955		crossref	gradient accumulation limited GPU memory training
lote	0.5	2024	1	BMC Research Notes	Limited training and transfer effects in older and young adults who participated in 12 sessions of process-based working memory training. A three-armed pretest-posttest design study	10.1186/s13104-024-06844-2		crossref	gradient accumulation limited GPU memory training
lote	0.5	2024	11	Proceedings of the VLDB Endowment	XGNN: Boosting Multi-GPU GNN Training via Global GNN Memory Store	10.14778/3641204.3641219		crossref	gradient accumulation limited GPU memory training
eficiencia	0.5	2024	53	Energy Reports	Deep learning-based optimization of energy utilization in IoT-enabled smart cities: A pathway to sustainable development	10.1016/j.egyr.2024.08.075		crossref	energy efficient deep learning training GPU utilization profiling
datos	0.5	2023	4	Sensors	Variational Information Bottleneck Regularized Deep Reinforcement Learning for Efficient Robotic Skill Adaptation	10.3390/s23020762		crossref	efficient data pipeline deep learning disk decompression bottleneck
datos	0.5	2023	71	IEEE Transactions on Neural Networks and Learning Systems	Deep PLS: A Lightweight Deep Learning Model for Interpretable and Efficient Data Analytics	10.1109/tnnls.2022.3154090		crossref	efficient data pipeline deep learning disk decompression bottleneck
datos	0.5	2023	1	International Journal of Environmental Sciences &amp; Natural Resources	Classification of Forest LiDAR Data Using Deep Learning Pipeline Algorithm and Geometric Feature Analysis	10.19080/ijesnr.2023.32.556340		crossref	efficient data pipeline deep learning disk decompression bottleneck
lote	0.5	2023	2	Numerical Algorithms	A regularized limited memory subspace minimization conjugate gradient method for unconstrained optimization	10.1007/s11075-023-01559-0		crossref	gradient accumulation limited GPU memory training
lote	0.5	2023	2	IEEE Transactions on Computers	Waterwave: A GPU Memory Flow Engine for Concurrent DNN Training	10.1109/tc.2023.3278530		crossref	gradient accumulation limited GPU memory training
eficiencia	0.5	2023	4	Cluster Computing	Mixtran: an efficient and fair scheduler for mixed deep learning workloads in heterogeneous GPU environments	10.1007/s10586-023-04104-9		crossref	energy efficient deep learning training GPU utilization profiling
eficiencia	0.5	2023	2	Journal of Emerging Investigators	Pruning replay buffer for efficient training of deep reinforcement learning	10.59720/23-068		crossref	energy efficient deep learning training GPU utilization profiling
eficiencia	0.5	2023	21	Journal of Computational Science	Speedup deep learning models on GPU by taking advantage of efficient unstructured pruning and bit-width reduction	10.1016/j.jocs.2023.101971		crossref	energy efficient deep learning training GPU utilization profiling
datos	0.5	2022	35	Applied Soft Computing	A wavelet-based deep learning pipeline for efficient COVID-19 diagnosis via CT slices	10.1016/j.asoc.2022.109401		crossref	efficient data pipeline deep learning disk decompression bottleneck
datos	0.5	2022	8	IET Biometrics	Protection of gait data set for preserving its privacy in deep learning pipeline	10.1049/bme2.12093		crossref	efficient data pipeline deep learning disk decompression bottleneck
datos	0.5	2022	58	JAMIA Open	Deep learning-based NLP data pipeline for EHR-scanned document information extraction	10.1093/jamiaopen/ooac045		crossref	efficient data pipeline deep learning disk decompression bottleneck
lote	0.5	2022	8	Computational Optimization and Applications	Hybrid limited memory gradient projection methods for box-constrained optimization problems	10.1007/s10589-022-00409-4		crossref	gradient accumulation limited GPU memory training
lote	0.5	2022	4	Journal of Cognitive Neuroscience	The Neural Mechanism Underlying Visual Working Memory Training and Its Limited Transfer Effect	10.1162/jocn_a_01897		crossref	gradient accumulation limited GPU memory training
eficiencia	0.5	2022	21	Cluster Computing	Performance prediction of deep learning applications training in GPU as a service systems	10.1007/s10586-021-03428-8		crossref	energy efficient deep learning training GPU utilization profiling
eficiencia	0.5	2022	0	Academic Journal of Energy	System Integration and Method for High-Efficiency Utilization of Solar Energy and Biomass Energy Thermochemically Based on Deep Learning	10.38007/re.2022.030404		crossref	energy efficient deep learning training GPU utilization profiling
eficiencia	0.5	2022	4	Journal of Digital Imaging	Highly Efficient and Accurate Deep Learning–Based Classification of MRI Contrast on a CPU and GPU	10.1007/s10278-022-00583-1		crossref	energy efficient deep learning training GPU utilization profiling
datos	0.5	2021	16	IEEE Access	Deep Learning for 3D Ear Detection: A Complete Pipeline From Data Generation to Segmentation	10.1109/access.2021.3129507		crossref	efficient data pipeline deep learning disk decompression bottleneck
eficiencia	0.5	2020	40	IEEE Access	CPU–GPU Utilization Aware Energy-Efficient Scheduling Algorithm on Heterogeneous Computing Systems	10.1109/access.2020.2982956		crossref	energy efficient deep learning training GPU utilization profiling
eficiencia	0.5	2019	12	Concurrency and Computation: Practice and Experience	Efficient MPI‐AllReduce for large‐scale deep learning on GPU‐clusters	10.1002/cpe.5574		crossref	energy efficient deep learning training GPU utilization profiling
eficiencia	0.5	2019	2	Procedia Computer Science	CG Utilization for Creation of Regression Model Training Data in Deep Learning	10.1016/j.procs.2019.09.242		crossref	energy efficient deep learning training GPU utilization profiling
lote	0.5	2018	11	Journal of Applied Geophysics	Accelerating full waveform inversion using HSS solver and limited memory conjugate gradient method	10.1016/j.jappgeo.2018.07.022		crossref	gradient accumulation limited GPU memory training
lote	0.5	2016	13	Frontiers in Psychology	Limited Near and Far Transfer Effects of Jungle Memory Working Memory Training on Learning Mathematics in Children with Attentional and Mathematical Difficulties	10.3389/fpsyg.2016.01384		crossref	gradient accumulation limited GPU memory training
lote	0.444	2026	0	Future Generation Computer Systems	REX: Adaptive distributed training with statistically validated batch scaling and spline-guided Bayesian optimization on heterogeneous GPU clusters	10.1016/j.future.2026.108659		crossref	batch size learning rate scaling GPU utilization training throughput
lote	0.444	2026	0	Applied and Computational Engineering	Comparative Analysis of SGD Optimization under Single-GPU and Distributed Training Across Learning Rate Configurations	10.54254/2755-2721/2026.33679		crossref	batch size learning rate scaling GPU utilization training throughput
lote	0.444	2026	0	JUSIBI (Jurnal Sistem Informasi dan E-Bisnis)	Analisis Pengaruh Batch Size dan Learning Rate pada VGG16 Untuk Klasifikasi Citra Aksara Kaganga	10.54650/jusibi.v8i2.699		crossref	batch size learning rate scaling GPU utilization training throughput
lote	0.444	2025	0	JUKOMIKA (Jurnal Ilmu Komputer dan Informatika)	Analisis Pengaruh Batch Size dan Learning Rate pada VGG16 Untuk Klasifikasi Citra Aksara Kaganga	10.54650/jukomika.v8i2.633		crossref	batch size learning rate scaling GPU utilization training throughput
lote	0.444	2025	0	Science and Technology of Engineering, Chemistry and Environmental Protection	Brain Tumor Classification in MRI Images Based on EfficientNetB0: Impact of Learning Rate, Optimizer and Batch Size	10.61173/zccy4f83		crossref	batch size learning rate scaling GPU utilization training throughput
lote	0.444	2024	6	Journal of Applied Data Sciences	Teachable Machine: Optimization of Herbal Plant Image Classification Based on Epoch Value, Batch Size and Learning Rate	10.47738/jads.v5i2.206		crossref	batch size learning rate scaling GPU utilization training throughput
lote	0.444	2023	31	Electronics	Interactive Effect of Learning Rate and Batch Size to Implement Transfer Learning for Brain Tumor Classification	10.3390/electronics12040964		crossref	batch size learning rate scaling GPU utilization training throughput
lote	0.444	2021	7	Proceedings of the AAAI Conference on Artificial Intelligence	Large Batch Optimization for Deep Learning Using New Complete Layer-Wise Adaptive Rate Scaling	10.1609/aaai.v35i9.16962		crossref	batch size learning rate scaling GPU utilization training throughput
lote	0.444	2021	14	Journal of Information Engineering and Educational Technology	Analisa Learning Rate dan Batch Size pada Klasifikasi Covid Menggunakan Deep Learning dengan Optimizer Adam	10.26740/jieet.v5n2.p44-48		crossref	batch size learning rate scaling GPU utilization training throughput
lote	0.444	2021	0	Journal of Industrial and Production Engineering	Evaluating the effect of learning rate, batch size and assignment strategies on the production performance	10.1080/21681015.2021.1883133		crossref	batch size learning rate scaling GPU utilization training throughput
lote	0.444	2018	0	IAES International Journal of Artificial Intelligence (IJ-AI)	Improved Time Training with Accuracy of Batch Back Propagation Algorithm Via Dynamic Learning Rate and Dynamic Momentum Factor	10.11591/ijai.v7.i4.pp170-178		crossref	batch size learning rate scaling GPU utilization training throughput
termico	0.444	2016	0	ACADEMICIA: An International Multidisciplinary Research Journal	“Impact of training on performance of employees study of Kakatiya Thermal Power Station”	10.5958/2249-7137.2016.00077.x		crossref	GPU thermal throttling laptop power limit sustained training performance
termico	0.429	2026	0	IEEE Transactions on Computers	Dynamic Power Capping for Latency-Sensitive Cloud Applications: A Prediction-Based Power Efficiency Approach	10.1109/tc.2025.3647020		crossref	undervolting power capping GPU training throughput efficiency
compilacion	0.429	2026	0	Bioinformatics	MCFST: spatial domain identification method based on multi-view graph convolutional network and graph fusion network	10.1093/bioinformatics/btag469		crossref	torch.compile graph compilation speedup convolutional network
compilacion	0.429	2026	0	Multimedia Tools and Applications	DRAGON: a dynamic risk-aware graph optimization network for adaptive building evacuation using Graph Convolutional Network and Q-Learning	10.1007/s11042-026-21400-9		crossref	torch.compile graph compilation speedup convolutional network
termico	0.429	2025	3	ACM Transactions on Architecture and Code Optimization	ATP: Achieving Throughput Peak for DNN Training via Smart GPU Memory Management	10.1145/3701996		crossref	undervolting power capping GPU training throughput efficiency
termico	0.429	2025	0	International Journal of Scientific Research in Computer Science, Engineering and Information Technology	GPU Efficiency in Machine Learning: Overcoming Training Overheads and Resource Wastage	10.32628/cseit25112722		crossref	undervolting power capping GPU training throughput efficiency
termico	0.429	2025	6	Results in Engineering	Reducing PAPR in NOMA Waveforms Using Genetic-Enhanced PTS and SLM: A Low-Complexity Approach for Improved throughput, power spectral density, and Power Efficiency	10.1016/j.rineng.2025.104893		crossref	undervolting power capping GPU training throughput efficiency
compilacion	0.429	2025	0	Bioinformatics	Correction to: Coding genomes with gapped pattern graph convolutional network	10.1093/bioinformatics/btaf336		crossref	torch.compile graph compilation speedup convolutional network
compilacion	0.429	2025	0	IEEE Access	GCN-RP: Graph Convolutional Network-Based Predictor for Network Connectivity Resilience	10.1109/access.2025.3647668		crossref	torch.compile graph compilation speedup convolutional network
compilacion	0.429	2025	4	Energy	Graph-temporal convolutional network for steam heating network simulation considering dynamic characteristics	10.1016/j.energy.2025.137567		crossref	torch.compile graph compilation speedup convolutional network
compilacion	0.429	2025	3	Scientific Reports	Network attack knowledge inference with graph convolutional networks and convolutional 2D KG embeddings	10.1038/s41598-025-17941-y		crossref	torch.compile graph compilation speedup convolutional network
compilacion	0.429	2025	0	SSRN Electronic Journal	Peer Collaboration in DBLP Using Graph Convolutional Network	10.2139/ssrn.5277847		crossref	torch.compile graph compilation speedup convolutional network
termico	0.429	2024	0	Power Technology and Engineering	Single-Circuit Power Transmission Lines of High Voltage 110 and 220 kV with Increased Throughput, Reliability, and Efficiency	10.1007/s10749-024-01735-9		crossref	undervolting power capping GPU training throughput efficiency
termico	0.429	2024	62	Signal, Image and Video Processing	Joint throughput maximization, interference cancellation, and power efficiency for multi-IRS-empowered UAV communications	10.1007/s11760-024-03015-5		crossref	undervolting power capping GPU training throughput efficiency
compilacion	0.429	2024	10	Light: Science &amp; Applications	Correlated optical convolutional neural network with “quantum speedup”	10.1038/s41377-024-01376-7		crossref	torch.compile graph compilation speedup convolutional network
compilacion	0.429	2024	4	Sensors	A Dual-Branch Fusion of a Graph Convolutional Network and a Convolutional Neural Network for Hyperspectral Image Classification	10.3390/s24144760		crossref	torch.compile graph compilation speedup convolutional network
compilacion	0.429	2024	3	Electronics	DCG-Net: Enhanced Hyperspectral Image Classification with Dual-Branch Convolutional Neural Network and Graph Convolutional Neural Network Integration	10.3390/electronics13163271		crossref	torch.compile graph compilation speedup convolutional network
compilacion	0.429	2024	22	AI	New Convolutional Neural Network and Graph Convolutional Network-Based Architecture for AI Applications in Alzheimer’s Disease and Dementia-Stage Classification	10.3390/ai5010017		crossref	torch.compile graph compilation speedup convolutional network
compilacion	0.429	2024	2	BMC Bioinformatics	PCP-GC-LM: single-sequence-based protein contact prediction using dual graph convolutional neural network and convolutional neural network	10.1186/s12859-024-05914-3		crossref	torch.compile graph compilation speedup convolutional network
compilacion	0.429	2024	13	Electronics	Graph Neural Network-Based Speech Emotion Recognition: A Fusion of Skip Graph Convolutional Networks and Graph Attention Networks	10.3390/electronics13214208		crossref	torch.compile graph compilation speedup convolutional network
termico	0.429	2023	41	Future Generation Computer Systems	Dynamic GPU power capping with online performance tracing for energy efficient GPU computing using DEPO tool	10.1016/j.future.2023.03.041		crossref	undervolting power capping GPU training throughput efficiency
termico	0.429	2023	9	Computer Communications	Throughput maximization and reliable wireless communication in NOMA using chained fog structure and weighted energy efficiency power allocation approach	10.1016/j.comcom.2023.05.024		crossref	undervolting power capping GPU training throughput efficiency
compilacion	0.429	2023	8	Mathematics	Convolutional Neural Network Outperforms Graph Neural Network on the Spatially Variant Graph Data	10.3390/math11112515		crossref	torch.compile graph compilation speedup convolutional network
compilacion	0.429	2023	15	International Journal of Molecular Sciences	Graph Convolutional Network and Contrastive Learning Small Nucleolar RNA (snoRNA) Disease Associations (GCLSDA): Predicting snoRNA–Disease Associations via Graph Convolutional Network and Contrastive Learning	10.3390/ijms241914429		crossref	torch.compile graph compilation speedup convolutional network
compilacion	0.429	2023	4	Computer Standards &amp; Interfaces	Intrinsic graph topological correlation for graph convolutional network propagation	10.1016/j.csi.2022.103655		crossref	torch.compile graph compilation speedup convolutional network
compilacion	0.429	2023	5	Computing	A cross-linguistic entity alignment method based on graph convolutional neural network and graph attention network	10.1007/s00607-023-01178-6		crossref	torch.compile graph compilation speedup convolutional network
compilacion	0.429	2023	12	Sustainability	Convolutional Long Short-Term Memory Two-Dimensional Bidirectional Graph Convolutional Network for Taxi Demand Prediction	10.3390/su15107903		crossref	torch.compile graph compilation speedup convolutional network
termico	0.429	2022	12	IEEE Transactions on Industrial Electronics	Cooperative Distributed GPU Power Capping for Deep Learning Clusters	10.1109/tie.2021.3095790		crossref	undervolting power capping GPU training throughput efficiency
compilacion	0.429	2022	8	Sustainability	Data-Driven Graph Filter-Based Graph Convolutional Neural Network Approach for Network-Level Multi-Step Traffic Prediction	10.3390/su142416701		crossref	torch.compile graph compilation speedup convolutional network
compilacion	0.429	2022	12	IET Image Processing	Hybrid network model based on 3D convolutional neural network and scalable graph convolutional network for hyperspectral image classification	10.1049/ipr2.12632		crossref	torch.compile graph compilation speedup convolutional network
compilacion	0.429	2022	12	Remote Sensing	Dual-Branch Fusion of Convolutional Neural Network and Graph Convolutional Network for PolSAR Image Classification	10.3390/rs15010075		crossref	torch.compile graph compilation speedup convolutional network
compilacion	0.429	2022	19	BMC Bioinformatics	DeepPN: a deep parallel neural network based on convolutional neural network and graph convolutional network for predicting RNA-protein binding sites	10.1186/s12859-022-04798-5		crossref	torch.compile graph compilation speedup convolutional network
termico	0.429	2021	2	Wireless Personal Communications	Uplink Power Allocation for Throughput and Energy Efficiency in Cellular Networks	10.1007/s11277-021-08651-5		crossref	undervolting power capping GPU training throughput efficiency
compilacion	0.429	2021	78	Network Neuroscience	Graph convolutional network for fMRI analysis based on connectivity neighborhood	10.1162/netn_a_00171		crossref	torch.compile graph compilation speedup convolutional network
termico	0.429	2020	8	Sustainable Computing: Informatics and Systems	PowerCoord: Power capping coordination for multi-CPU/GPU servers using reinforcement learning	10.1016/j.suscom.2020.100412		crossref	undervolting power capping GPU training throughput efficiency
termico	0.429	2019	9	IEEE Access	Run-Time Resource Management Controller for Power Efficiency of GP-GPU Architecture	10.1109/access.2019.2901010		crossref	undervolting power capping GPU training throughput efficiency
compilacion	0.429	2019	118	Cells	Graph Convolutional Network and Convolutional Neural Network Based Method for Predicting lncRNA-Disease Associations	10.3390/cells8091012		crossref	torch.compile graph compilation speedup convolutional network
termico	0.429	2018	9	IEEE Transactions on Communications	Linear Precoding to Optimize Throughput, Power Consumption and Energy Efficiency in MIMO Wireless Sensor Networks	10.1109/tcomm.2018.2794363		crossref	undervolting power capping GPU training throughput efficiency
termico	0.429	2017	10	Microprocessors and Microsystems	Optimizing power efficiency for 3D stacked GPU-in-memory architecture	10.1016/j.micpro.2017.01.005		crossref	undervolting power capping GPU training throughput efficiency
datos	0.375	2026	0	SSRN Electronic Journal	Care Pipeline System Health Analytics: A Data-Driven Approach to Bottleneck Detection and Operational Efficiency	10.2139/ssrn.6482918		crossref	efficient data pipeline deep learning disk decompression bottleneck
datos	0.375	2026	0	International Journal of Intelligent Data and Machine Learning	An Efficient Deep Learning Framework Model for High-Accuracy Image Visual Classification	10.55640/ijidml-v03i07-04		crossref	efficient data pipeline deep learning disk decompression bottleneck
datos	0.375	2026	0	Big Data and Cognitive Computing	Quantum Hyperbolic Deep Learning for Foreign-Exchange Trading: A Hybrid Reinforcement-Learning Pipeline over Attractor-Aware Magnet-Price Manifolds	10.3390/bdcc10060191		crossref	efficient data pipeline deep learning disk decompression bottleneck
datos	0.375	2026	0	Big Data and Cognitive Computing	FEM-Based Hybrid Compression Framework with Pipeline Implementation for Efficient Deep Neural Networks on Tiny ImageNet	10.3390/bdcc10050131		crossref	efficient data pipeline deep learning disk decompression bottleneck
datos	0.375	2026	3	Scientific Data	Characterization of high-resolution AI data center training workloads on single and multiple GPU nodes	10.1038/s41597-026-07496-6		crossref	data loading bottleneck GPU utilization training pipeline prefetch
datos	0.375	2026	0	Federal University Gusau Faculty of Education Journal	Uncertainty-Aware Training and Computational Scaling for Hybrid Neural Pipeline Models: Heteroscedastic Loss Functions, Mixed Precision, and Multi-GPU Optimisation	10.64348/zije.2026442		crossref	data loading bottleneck GPU utilization training pipeline prefetch
datos	0.375	2026	0	PLOS One	Expression of Concern: An Integrated SNP Mining and Utilization (ISMU) Pipeline for Next Generation Sequencing Data	10.1371/journal.pone.0350357		crossref	data loading bottleneck GPU utilization training pipeline prefetch
datos	0.375	2026	1	Energies	Predicting GPU Training Energy Consumption in Data Centers Using Task Metadata via Symbolic Regression	10.3390/en19020448		crossref	data loading bottleneck GPU utilization training pipeline prefetch
datos	0.375	2026	0	Ain Shams Engineering Journal	A data-driven multi-level profiling framework for power and utilization optimization in GPU-centric data centers	10.1016/j.asej.2026.104356		crossref	data loading bottleneck GPU utilization training pipeline prefetch
datos	0.375	2025	0	International Journal of Science and Research (IJSR)	Deep Reinforcement Learning for Real-Time Compression-Decompression Optimization in Edge Devices	10.21275/sr25921125318		crossref	efficient data pipeline deep learning disk decompression bottleneck
datos	0.375	2025	1	Journal of Pipeline Systems Engineering and Practice	Leveraging One-Dimensional Deep Learning for Robust Leak Detection in Water Distribution Systems Using Acceleration Data	10.1061/jpsea2.pseng-1861		crossref	efficient data pipeline deep learning disk decompression bottleneck
datos	0.375	2025	1	IEEE Access	Memory Pooling for Enhanced Data Loading in GPU-Accelerated Environments	10.1109/access.2025.3570500		crossref	data loading bottleneck GPU utilization training pipeline prefetch
datos	0.375	2025	57	Physical Review D	Efficient GPU-accelerated multisource global fit pipeline for LISA data analysis	10.1103/physrevd.111.024060		crossref	data loading bottleneck GPU utilization training pipeline prefetch
datos	0.375	2025	4	International Journal of Digital Law and Governance	Big Data Versus Big GPU: Evolving Requirements and Governance Dynamics of AI Training Data	10.1515/ijdlg-2025-0004		crossref	data loading bottleneck GPU utilization training pipeline prefetch
datos	0.375	2025	1	International Journal of Environmental Sciences	An Explainable Deep Learning Based Data Mining Framework for Automated Data Loading Optimization and Pipeline Evaluation Using Sentiment Analysis	10.64252/yx8fzb84		crossref	data loading bottleneck GPU utilization training pipeline prefetch
datos	0.375	2025	0	ATZ worldwide	Intelligent Training Data Pipeline for Autonomous Driving Functions	10.1007/s38311-025-2133-6		crossref	data loading bottleneck GPU utilization training pipeline prefetch
datos	0.375	2024	0	International Research Journal of Modernization in Engineering Technology and Science	IOT BOTTLENECK FINDER USING DEEP LEARNING	10.56726/irjmets49671		crossref	efficient data pipeline deep learning disk decompression bottleneck
datos	0.375	2024	0	International Journal of Artificial Intelligence, Data Science, and Machine Learning	A Deep Learning-Based Platform Engineering Framework for Predictive CI/CD Pipeline Optimization and Developer Productivity Enhancement	10.63282/3050-9262.ijaidsml-v5i2p122		crossref	efficient data pipeline deep learning disk decompression bottleneck
datos	0.375	2024	0	Sensors	A Parallel Compression Pipeline for Improving GPU Virtualization Data Transfers	10.3390/s24144649		crossref	data loading bottleneck GPU utilization training pipeline prefetch
datos	0.375	2023	34	Data	An Efficient Deep Learning for Thai Sentiment Analysis	10.3390/data8050090		crossref	efficient data pipeline deep learning disk decompression bottleneck
datos	0.375	2023	15	Journal of Pipeline Systems Engineering and Practice	Comparative Analysis of Machine Learning and Deep Learning Based Water Pipeline Leak Detection Using EDFL Sensor	10.1061/jpsea2.pseng-1439		crossref	efficient data pipeline deep learning disk decompression bottleneck
datos	0.375	2023	21	Neurocomputing	PipePar: Enabling fast DNN pipeline parallel training in heterogeneous GPU clusters	10.1016/j.neucom.2023.126661		crossref	data loading bottleneck GPU utilization training pipeline prefetch
datos	0.375	2023	4	IEEE Access	A Controllable Pipeline Framework of Block Ciphers on GPU for Streaming Data	10.1109/access.2023.3310401		crossref	data loading bottleneck GPU utilization training pipeline prefetch
datos	0.375	2023	2	BMC Bioinformatics	BiocMAP: a Bioconductor-friendly, GPU-accelerated pipeline for bisulfite-sequencing data	10.1186/s12859-023-05461-3		crossref	data loading bottleneck GPU utilization training pipeline prefetch
datos	0.375	2023	5	Journal of Process Control	Overcoming the modeling bottleneck: A methodology for dynamic gray-box modeling with optimized training data	10.1016/j.jprocont.2023.103089		crossref	data loading bottleneck GPU utilization training pipeline prefetch
