theme	query	source	title	year	venue	cited_by	is_oa	doi	pdf_url	language	abstract
method_detection	semantic segmentation archaeological features LiDAR DTM	openalex	Heritage Recording and 3D Modeling with Photogrammetry and 3D Scanning	2011	Remote Sensing	947	yes	10.3390/rs3061104	https://www.mdpi.com/2072-4292/3/6/1104/pdf?version=1403129279	en	The importance of landscape and heritage recording and documentation with optical remote sensing sensors is well recognized at international level. The continuous development of new sensors, data capture methodologies and multi-resolution 3D representations, contributes significantly to the digital 3D documentation, mapping, conservation and representation of landscapes and heritages and to the growth of research in this field. This article reviews the actual optical 3D measurement sensors and 3D modeling techniques, with their limitations and potentialities, requirements and specifications. Examples of 3D surveying and modeling of heritage sites and objects are also shown throughout the paper.
method_detection	object detection archaeology aerial imagery deep learning	openalex	Review of the Current State of UAV Regulations	2017	Remote Sensing	601	yes	10.3390/rs9050459	https://www.mdpi.com/2072-4292/9/5/459/pdf?version=1494336094	en	UAVs—unmanned aerial vehicles—facilitate data acquisition at temporal and spatial scales that still remain unachievable for traditional remote sensing platforms. However, current legal frameworks that regulate UAVs present significant barriers to research and development. To highlight the importance, impact, and diversity of UAV regulations, this paper provides an exploratory investigation of UAV regulations on the global scale. For this, the methodological approach consists of a research synthesis of UAV regulations, including a thorough literature review and a comparative analysis of national regulatory frameworks. Similarities and contrasting elements in the various national UAV regulations are explored including their statuses from the perspectives of past, present, and future trends. Since the early 2000s, countries have gradually established national legal frameworks. Although all UAV regulations have one common goal—minimizing the risks to other airspace users and to both people and property on the ground—the results reveal distinct variations in all the compared variables. Furthermore, besides the clear presence of legal frameworks, market forces such as industry design standards and reliable information about UAVs as public goods are expected to shape future developments.
method_validation	spatial cross validation autocorrelation remote sensing	openalex	On the Importance of Training Data Sample Selection in Random Forest Image Classification: A Case Study in Peatland Ecosystem Mapping	2015	Remote Sensing	597	yes	10.3390/rs70708489	https://www.mdpi.com/2072-4292/7/7/8489/pdf?version=1436262979	en	Random Forest (RF) is a widely used algorithm for classification of remotely sensed data. Through a case study in peatland classification using LiDAR derivatives, we present an analysis of the effects of input data characteristics on RF classifications (including RF out-of-bag error, independent classification accuracy and class proportion error). Training data selection and specific input variables (i.e., image channels) have a large impact on the overall accuracy of the image classification. High-dimension datasets should be reduced so that only uncorrelated important variables are used in classifications. Despite the fact that RF is an ensemble approach, independent error assessments should be used to evaluate RF results, and iterative classifications are recommended to assess the stability of predicted classes. Results are also shown to be highly sensitive to the size of the training data set. In addition to being as large as possible, the training data sets used in RF classification should also be (a) randomly distributed or created in a manner that allows for the class proportions of the training data to be representative of actual class proportions in the landscape; and (b) should have minimal spatial autocorrelation to improve classification results and to mitigate inflated estimates of RF out-of-bag classification accuracy.
method_relief	sky view factor openness archaeological topography	crossref	Sky-View Factor as a Relief Visualization Technique	2011	Remote Sensing	526		10.3390/rs3020398		en	 Remote sensing has become the most important data source for the digital elevation model (DEM) generation. DEM analyses can be applied in various fields and many of them require appropriate DEM visualization support. Analytical hill-shading is the most frequently used relief visualization technique. Although widely accepted, this method has two major drawbacks: identifying details in deep shades and inability to properly represent linear features lying parallel to the light beam. Several authors have tried to overcome these limitations by changing the position of the light source or by filtering. This paper proposes a new relief visualization technique based on diffuse, rather than direct, illumination. It utilizes the sky-view factor—a parameter corresponding to the portion of visible sky limited by relief. Sky-view factor can be used as a general relief visualization technique to show relief characteristics. In particular, we show that this visualization is a very useful tool in archaeology as it improves the recognition of small scale features from high resolution DEMs. 
method_validation	spatial cross validation autocorrelation remote sensing	openalex	Remotely Sensed High-Resolution Global Cloud Dynamics for Predicting Ecosystem and Biodiversity Distributions	2016	PLoS Biology	510	yes	10.1371/journal.pbio.1002415	https://journals.plos.org/plosbiology/article/file?id=10.1371/journal.pbio.1002415&type=printable	en	Cloud cover can influence numerous important ecological processes, including reproduction, growth, survival, and behavior, yet our assessment of its importance at the appropriate spatial scales has remained remarkably limited. If captured over a large extent yet at sufficiently fine spatial grain, cloud cover dynamics may provide key information for delineating a variety of habitat types and predicting species distributions. Here, we develop new near-global, fine-grain (≈1 km) monthly cloud frequencies from 15 y of twice-daily Moderate Resolution Imaging Spectroradiometer (MODIS) satellite images that expose spatiotemporal cloud cover dynamics of previously undocumented global complexity. We demonstrate that cloud cover varies strongly in its geographic heterogeneity and that the direct, observation-based nature of cloud-derived metrics can improve predictions of habitats, ecosystem, and species distributions with reduced spatial autocorrelation compared to commonly used interpolated climate data. These findings support the fundamental role of remote sensing as an effective lens through which to understand and globally monitor the fine-grain spatial variability of key biodiversity and ecosystem properties.
method_validation	spatial cross validation autocorrelation remote sensing	openalex	Scaling‐up biodiversity‐ecosystem functioning research	2020	Ecology Letters	479	yes	10.1111/ele.13456	https://onlinelibrary.wiley.com/doi/pdfdirect/10.1111/ele.13456	en	A rich body of knowledge links biodiversity to ecosystem functioning (BEF), but it is primarily focused on small scales. We review the current theory and identify six expectations for scale dependence in the BEF relationship: (1) a nonlinear change in the slope of the BEF relationship with spatial scale; (2) a scale-dependent relationship between ecosystem stability and spatial extent; (3) coexistence within and among sites will result in a positive BEF relationship at larger scales; (4) temporal autocorrelation in environmental variability affects species turnover and thus the change in BEF slope with scale; (5) connectivity in metacommunities generates nonlinear BEF and stability relationships by affecting population synchrony at local and regional scales; (6) spatial scaling in food web structure and diversity will generate scale dependence in ecosystem functioning. We suggest directions for synthesis that combine approaches in metaecosystem and metacommunity ecology and integrate cross-scale feedbacks. Tests of this theory may combine remote sensing with a generation of networked experiments that assess effects at multiple scales. We also show how anthropogenic land cover change may alter the scaling of the BEF relationship. New research on the role of scale in BEF will guide policy linking the goals of managing biodiversity and ecosystems.
method_validation	spatial cross validation autocorrelation remote sensing	openalex	Remote Sensing of Droplet Number Concentration in Warm Clouds: A Review of the Current State of Knowledge and Perspectives	2018	Reviews of Geophysics	442	yes	10.1029/2017rg000593	https://onlinelibrary.wiley.com/doi/pdfdirect/10.1029/2017RG000593	en	Abstract The cloud droplet number concentration ( N d ) is of central interest to improve the understanding of cloud physics and for quantifying the effective radiative forcing by aerosol‐cloud interactions. Current standard satellite retrievals do not operationally provide N d , but it can be inferred from retrievals of cloud optical depth ( τ c ) cloud droplet effective radius ( r e ) and cloud top temperature. This review summarizes issues with this approach and quantifies uncertainties. A total relative uncertainty of 78% is inferred for pixel‐level retrievals for relatively homogeneous, optically thick and unobscured stratiform clouds with favorable viewing geometry. The uncertainty is even greater if these conditions are not met. For averages over 1° ×1° regions the uncertainty is reduced to 54% assuming random errors for instrument uncertainties. In contrast, the few evaluation studies against reference in situ observations suggest much better accuracy with little variability in the bias. More such studies are required for a better error characterization. N d uncertainty is dominated by errors in r e , and therefore, improvements in r e retrievals would greatly improve the quality of the N d retrievals. Recommendations are made for how this might be achieved. Some existing N d data sets are compared and discussed, and best practices for the use of N d data from current passive instruments (e.g., filtering criteria) are recommended. Emerging alternative N d estimates are also considered. First, new ideas to use additional information from existing and upcoming spaceborne instruments are discussed, and second, approaches using high‐quality ground‐based observations are examined.
archaeology_discrimination	morphometric classification archaeological earthworks	openalex	Origin and Domestication of Native Amazonian Crops	2010	Diversity	431	yes	10.3390/d2010072	https://www.mdpi.com/1424-2818/2/1/72/pdf?version=1262788262	en	Molecular analyses are providing new elements to decipher the origin, domestication and dispersal of native Amazonian crops in an expanding archaeological context. Solid molecular data are available for manioc (Manihot esculenta), cacao (Theobroma cacao), pineapple (Ananas comosus), peach palm (Bactris gasipaes) and guaraná (Paullinia cupana), while hot peppers (Capsicum spp.), inga (Inga edulis), Brazil nut (Bertholletia excelsa) and cupuassu (Theobroma grandiflorum) are being studied. Emergent patterns include the relationships among domestication, antiquity (terminal Pleistocene to early Holocene), origin in the periphery, ample pre-Columbian dispersal and clear phylogeographic population structure for manioc, pineapple, peach palm and, perhaps, Capsicum peppers. Cacao represents the special case of an Amazonian species possibly brought into domestication in Mesoamerica, but close scrutiny of molecular data suggests that it may also have some incipiently domesticated populations in Amazonia. Another pattern includes the relationships among species with incipiently domesticated populations or very recently domesticated populations, rapid pre- or post-conquest dispersal and lack of phylogeographic population structure, e.g., Brazil nut, cupuassu and guaraná. These patterns contrast the peripheral origin of most species with domesticated populations with the subsequent concentration of their genetic resources in the center of the basin, along the major white water rivers where high pre-conquest population densities developed. Additional molecular genetic analyses on these and other species will allow better examination of these processes and will enable us to relate them to other historical ecological patterns in Amazonia.
method_detection	object detection archaeology aerial imagery deep learning	openalex	Deep Learning-Based Change Detection in Remote Sensing Images: A Review	2022	Remote Sensing	390	yes	10.3390/rs14040871	https://www.mdpi.com/2072-4292/14/4/871/pdf?version=1645431892	en	Images gathered from different satellites are vastly available these days due to the fast development of remote sensing (RS) technology. These images significantly enhance the data sources of change detection (CD). CD is a technique of recognizing the dissimilarities in the images acquired at distinct intervals and are used for numerous applications, such as urban area development, disaster management, land cover object identification, etc. In recent years, deep learning (DL) techniques have been used tremendously in change detection processes, where it has achieved great success because of their practical applications. Some researchers have even claimed that DL approaches outperform traditional approaches and enhance change detection accuracy. Therefore, this review focuses on deep learning techniques, such as supervised, unsupervised, and semi-supervised for different change detection datasets, such as SAR, multispectral, hyperspectral, VHR, and heterogeneous images, and their advantages and disadvantages will be highlighted. In the end, some significant challenges are discussed to understand the context of improvements in change detection datasets and deep learning models. Overall, this review will be beneficial for the future development of CD methods.
method_validation	positive unlabeled learning archaeological prediction	openalex	Deep Learning-Based Change Detection in Remote Sensing Images: A Review	2022	Remote Sensing	390	yes	10.3390/rs14040871	https://www.mdpi.com/2072-4292/14/4/871/pdf?version=1645431892	en	Images gathered from different satellites are vastly available these days due to the fast development of remote sensing (RS) technology. These images significantly enhance the data sources of change detection (CD). CD is a technique of recognizing the dissimilarities in the images acquired at distinct intervals and are used for numerous applications, such as urban area development, disaster management, land cover object identification, etc. In recent years, deep learning (DL) techniques have been used tremendously in change detection processes, where it has achieved great success because of their practical applications. Some researchers have even claimed that DL approaches outperform traditional approaches and enhance change detection accuracy. Therefore, this review focuses on deep learning techniques, such as supervised, unsupervised, and semi-supervised for different change detection datasets, such as SAR, multispectral, hyperspectral, VHR, and heterogeneous images, and their advantages and disadvantages will be highlighted. In the end, some significant challenges are discussed to understand the context of improvements in change detection datasets and deep learning models. Overall, this review will be beneficial for the future development of CD methods.
method_detection	archaeological site detection deep learning LiDAR	openalex	Deep Learning Meets Hyperspectral Image Analysis: A Multidisciplinary Review	2019	Journal of Imaging	380	yes	10.3390/jimaging5050052	https://www.mdpi.com/2313-433X/5/5/52/pdf?version=1557308159	en	Modern hyperspectral imaging systems produce huge datasets potentially conveying a great abundance of information; such a resource, however, poses many challenges in the analysis and interpretation of these data. Deep learning approaches certainly offer a great variety of opportunities for solving classical imaging tasks and also for approaching new stimulating problems in the spatial-spectral domain. This is fundamental in the driving sector of Remote Sensing where hyperspectral technology was born and has mostly developed, but it is perhaps even more true in the multitude of current and evolving application sectors that involve these imaging technologies. The present review develops on two fronts: on the one hand, it is aimed at domain professionals who want to have an updated overview on how hyperspectral acquisition techniques can combine with deep learning architectures to solve specific tasks in different application fields. On the other hand, we want to target the machine learning and computer vision experts by giving them a picture of how deep learning technologies are applied to hyperspectral data from a multidisciplinary perspective. The presence of these two viewpoints and the inclusion of application fields other than Remote Sensing are the original contributions of this review, which also highlights some potentialities and critical issues related to the observed development trends.
method_validation	spatial cross validation autocorrelation remote sensing	openalex	Scale Issues in Remote Sensing: A Review on Analysis, Processing and Modeling	2009	Sensors	344	yes	10.3390/s90301768	https://www.mdpi.com/1424-8220/9/3/1768/pdf?version=1403311353	en	With the development of quantitative remote sensing, scale issues have attracted more and more the attention of scientists. Research is now suffering from a severe scale discrepancy between data sources and the models used. Consequently, both data interpretation and model application become difficult due to these scale issues. Therefore, effectively scaling remotely sensed information at different scales has already become one of the most important research focuses of remote sensing. The aim of this paper is to demonstrate scale issues from the points of view of analysis, processing and modeling and to provide technical assistance when facing scale issues in remote sensing. The definition of scale and relevant terminologies are given in the first part of this paper. Then, the main causes of scale effects and the scaling effects on measurements, retrieval models and products are reviewed and discussed. Ways to describe the scale threshold and scale domain are briefly discussed. Finally, the general scaling methods, in particular up-scaling methods, are compared and summarized in detail.
method_validation	spatial cross validation autocorrelation remote sensing	openalex	Evaluation of Sampling and Cross-Validation Tuning Strategies for Regional-Scale Machine Learning Classification	2019	Remote Sensing	317	yes	10.3390/rs11020185	https://www.mdpi.com/2072-4292/11/2/185/pdf?version=1547811858	en	High spatial resolution (1–5 m) remotely sensed datasets are increasingly being used to map land covers over large geographic areas using supervised machine learning algorithms. Although many studies have compared machine learning classification methods, sample selection methods for acquiring training and validation data for machine learning, and cross-validation techniques for tuning classifier parameters are rarely investigated, particularly on large, high spatial resolution datasets. This work, therefore, examines four sample selection methods—simple random, proportional stratified random, disproportional stratified random, and deliberative sampling—as well as three cross-validation tuning approaches—k-fold, leave-one-out, and Monte Carlo methods. In addition, the effect on the accuracy of localizing sample selections to a small geographic subset of the entire area, an approach that is sometimes used to reduce costs associated with training data collection, is investigated. These methods are investigated in the context of support vector machines (SVM) classification and geographic object-based image analysis (GEOBIA), using high spatial resolution National Agricultural Imagery Program (NAIP) orthoimagery and LIDAR-derived rasters, covering a 2,609 km2 regional-scale area in northeastern West Virginia, USA. Stratified-statistical-based sampling methods were found to generate the highest classification accuracy. Using a small number of training samples collected from only a subset of the study area provided a similar level of overall accuracy to a sample of equivalent size collected in a dispersed manner across the entire regional-scale dataset. There were minimal differences in accuracy for the different cross-validation tuning methods. The processing time for Monte Carlo and leave-one-out cross-validation were high, especially with large training sets. For this reason, k-fold cross-validation appears to be a good choice. Classifications trained with samples collected deliberately (i.e., not randomly) were less accurate than classifiers trained from statistical-based samples. This may be due to the high positive spatial autocorrelation in the deliberative training set. Thus, if possible, samples for training should be selected randomly; deliberative samples should be avoided.
