theme	query	source	title	year	venue	cited_by	is_oa	doi	pdf_url	language	abstract
3_prior_shift	prior shift label shift correction classifier deployment	crossref	Per-Prediction Uncertainty Is Not a Concept-Shift Detector: A Detectability Bound and Two-Level Deployment for Cross-Sectional Equity Rankers	2026		0		10.2139/ssrn.7150698			Quantitative finance is increasingly built around AI-native, agent-mediated allocation-firms organised around automated research and deployment rather than legacy workflows with models retrofitted on top. Whether such a stack runs one ranker or many, a prior reliability question remains: when should an allocator trust a cross-sectional model after a silent regime shift that volatility controls fail to register? Aleatoric scaling addresses market noise, not epistemic invalidity when the ranking structure breaks without a volatility footprint. Building on Sanderink (2026a) (When Alpha Breaks)-a walk-forward DEUP study that established a per-stock error signal ê(x), rank-geometry coupling, and a two-level gate-this paper asks a structural follow-on: can per-stock error scores be pooled into a portfolio-wide health signal, or must strategy-level abstention condition on realised outcomes? Three questions organise the evaluation: (RQ1, Separation) does ê(x) capture model-specific failure risk distinct from volatility, and can score-only aggregates detect strategy-level failure? (RQ2, Decision value) does an ê-based architecture beat volatility-only and ungated baselines under frozen development rules? (RQ3, Robustness) do the answers hold across crisis and calm regimes, a second base ranker, a falsification battery, and a universe-readiness gate?&amp;nbsp; &lt;div&gt; Contributions (N1-N4). We prove a detectability bound (Theorem 1) in Le Cam form (Gama et al., 2014; Hinder et al., 2020): for a fixed error predictor g(x), no score-only aggregate of {g(x i)} beats chance under strict concept shift (δ N = 0) (N1). The covariate-versus-concept dichotomy is confirmed cross-domain (N2): CIFAR-10-C aggregation succeeds at N = 10,000 (AUROC 0.955) yet sits exactly at chance under relabelled concept shift, while equity aggregates of the identical rule stay near chance (badday AUROC ≈ 0.55) despite a valid per-stock ê(x)-itself a DEUP-inspired predicted excess-rank-loss proxy, not an identified epistemic-aleatoric decomposition. The escape is Y-conditioning (N3): partialhorizon RankIC with a sequential CUSUM (k = 5; AUROC 0.796) plus a matured-RankIC regimetrust index. A falsification battery (HAC/PSR/DSR, permutation nulls, Fama-French) and a universereadiness diagnostic with an explicit stop verdict (N4) bound downstream allocator claims. Architecture (C1-C2; re-tested). Rank-geometry coupling (ρ(ê, |score|) = 0.616) makes inverse-uncertainty sizing counterproductive; a discrete ê-cap and a strategy gate on realised efficacy are forced consequences of the bound, not optional overlays-a validity control that withdraws decision authority from an impaired model, not a Sharpe enhancement (RQ2). The per-stock signal holds at ρ ≈ 0.33 with realised rank loss in a post-freeze anti-information window where the base ranker's own IC is negative (≈-0.145). All evidence is historical walk-forward simulation on one thematic universe (N ≲ 100) through February 2025-a theme chosen with knowledge of its ex-post importance, so the alpha is conditional and no within-universe test corrects for it; no live validation is reported, and the base ranker's FINAL median RankIC failed its pre-registered threshold. The validated object is the reliability architecture and its impossibility boundary, not transportable trading alpha. &lt;/div&gt;
3_prior_shift	prior shift label shift correction classifier deployment	crossref	Domain Adaptation Under Open Set Label Shift	2022	Advances in Neural Information Processing Systems 35	1		10.52202/068431-1637			
3_prior_shift	prior shift label shift correction classifier deployment	crossref	Correction for phase-shift deviation in a complex Fourier-transform integrated-optic spatial heterodyne spectrometer with an active phase-shift scheme	2011	Optics Letters	17		10.1364/ol.36.001044		en	
3_prior_shift	prior shift label shift correction classifier deployment	crossref	Label Shift Adapter for Test-Time Adaptation under Covariate and Label Shifts	2023	2023 IEEE/CVF International Conference on Computer Vision (ICCV)	17		10.1109/iccv51070.2023.01505			
3_prior_shift	prior shift label shift correction classifier deployment	crossref	Western diet, obesity and bariatric surgery sequentially modulated anxiety, eating patterns and brain responses to sucrose in adult Yucatan minipigs	2020	Scientific Reports	7		10.1038/s41598-020-76910-9		en	Abstract Palatable sweet/fatty foods overconsumption is a major risk factor for obesity and eating disorders, also having an impact on neuro-behavioural hedonic and cognitive components comparable to what is described for substance abuse. We hypothesized that Yucatan minipigs would show hedonic, cognitive, and affective neuro-behavioral shifts when subjected to western diet (WD) exposure without weight gain, after the onset of obesity, and finally after weight loss induced by caloric restriction with (RYGB) or without (Sham) gastric bypass. Eating behavior, cognitive and affective abilities were assessed with a spatial discrimination task (holeboard test) and two-choice feed tests. Brain responses to oral sucrose were mapped using 18F-FDG positron emission tomography. WD exposure impaired working memory and led to an “addiction-type” neuronal pattern involving hippocampal and cortical brain areas. Obesity induced anxiety-like behavior, loss of motivation, and snacking-type eating behavior. Weight loss interventions normalized the motivational and affective states but not eating behavior patterns. Brain glucose metabolism increased in gustatory (insula) and executive control (aPFC) areas after weight loss, but RYGB showed higher responses in inhibition-related areas (dorsal striatum). These results showed that diet quality, weight loss, and the type of weight loss intervention differently impacted brain responses to sucrose in the Yucatan minipig model.
3_prior_shift	prior shift label shift correction classifier deployment	crossref	Efficient data integration under prior probability shift	2024	Biometrics	0		10.1093/biomtc/ujae035		en	ABSTRACT Conventional supervised learning usually operates under the premise that data are collected from the same underlying population. However, challenges may arise when integrating new data from different populations, resulting in a phenomenon known as dataset shift. This paper focuses on prior probability shift, where the distribution of the outcome varies across datasets but the conditional distribution of features given the outcome remains the same. To tackle the challenges posed by such shift, we propose an estimation algorithm that can efficiently combine information from multiple sources. Unlike existing methods that are restricted to discrete outcomes, the proposed approach accommodates both discrete and continuous outcomes. It also handles high-dimensional covariate vectors through variable selection using an adaptive least absolute shrinkage and selection operator penalty, producing efficient estimates that possess the oracle property. Moreover, a novel semiparametric likelihood ratio test is proposed to check the validity of prior probability shift assumptions by embedding the null conditional density function into Neyman’s smooth alternatives (Neyman, 1937) and testing study-specific parameters. We demonstrate the effectiveness of our proposed method through extensive simulations and a real data example. The proposed methods serve as a useful addition to the repertoire of tools for dealing dataset shifts.
3_prior_shift	prior shift label shift correction classifier deployment	crossref	Unsupervised Learning Under Latent Label Shift	2022	Advances in Neural Information Processing Systems 35	0		10.52202/068431-1363			
3_prior_shift	prior shift label shift correction classifier deployment	crossref	Mean shift face tracking with dynamic target model update using Bayesian skin classifier	2012	2012 IEEE International Conference on Computational Intelligence and Computing Research	2		10.1109/iccic.2012.6510267			
3_prior_shift	calibration under class imbalance neural network	crossref	Calibration Under Class Imbalance: Graduated Imbalance Training for Preserving Both Discrimination and Calibration	2026		0		10.2139/ssrn.6625797			Class imbalance distorts predicted probabilities through prior shift and asymmetric gradient flow. We study how six model families (Logistic Regression, Random Forest, XGBoost, LightGBM, CatBoost, MLP) respond to imbalance ratios from 1:1 to 1:100 across ten strategies on four benchmarks (7,200 runs). Sampling methods severely degrade calibration: RUS increases ECE by 6.6× at IR=1:20, SMOTE by 1.7×. Post-hoc calibration (Platt, isotonic) achieves the lowest ECE but reduces AUC-ROC by 0.014. We propose Graduated Imbalance Training (GIT), which transitions training data from balanced to natural class prior over multiple stages. At IR=1:20, GIT achieves the best AUC-ROC (0.881), F1 (0.742), and MCC (0.514) while maintaining baseline-level ECE (0.032). For MLP at IR=1:50, GIT improves AUC-ROC from 0.662 to 0.804 and reduces ECE from 0.091 to 0.018. GIT is the only strategy that simultaneously improves discrimination and preserves calibration.
3_prior_shift	calibration under class imbalance neural network	crossref	Simplifying Neural Network Training Under Class Imbalance	2023	Advances in Neural Information Processing Systems 36	4		10.52202/075280-1530			
3_prior_shift	calibration under class imbalance neural network	crossref	HerbGNN: A Directed Message Passing Neural Network Benchmark for Early Enrichment in Herbicide Virtual Screening under Extreme Class Imbalance	2026		0		10.21203/rs.3.rs-9132922/v1			Abstract Virtual screening in agrochemical research presents distinct cheminformatics challenges that remain underrepresented in benchmarking studies, most notably the extreme class imbalance inherent to curated herbicide datasets and the lack of systematic comparisons between modern deep learning architectures and classical machine learning baselines under realistic screening conditions. Here, we introduce HerbGNN, a directed message passing neural network (D-MPNN) framework for herbicide activity prediction, and present a comprehensive benchmark against Random Forest and XGBoost. The models were evaluated on a dataset comprising 363 annotated herbicidal actives from the HRAC 2026 classification and 50,000 structurally diverse background molecules from ChEMBL, resulting in an approximate class imbalance ratio of 1:140. We show that conventional discrimination metrics such as AUROC can provide misleading estimates of model performance under such conditions and argue that the area under the precision-recall curve (AUPRC) and the enrichment factor at 1% (EF1%) offer more informative evaluation criteria for early enrichment tasks. To mitigate scaffold bias and data leakage, all models were assessed using scaffold-stratified cross-validation based on Bemis-Murcko decomposition with bootstrap confidence intervals. HerbGNN achieved a mean AUROC of 0.956 ± 0.05, a mean AUPRC of 0.573 ± 0.19, and a mean EF1% of 66.6, corresponding to a 41% improvement in early enrichment over Random Forest and an approximately 80-fold enrichment relative to random selection. Applicability domain analysis and atomic importance mapping further indicate that the model captures chemically meaningful patterns associated with herbicidal activity.
3_prior_shift	calibration under class imbalance neural network	crossref	A survey on confidence calibration of deep learning under class imbalance data	2024		0		10.36227/techrxiv.171623912.22862601/v1			Confidence calibration in classification models, a technique to achieve accurate posterior probability estimation for classification results, is crucial for assessing the likelihood of correct decisions in real-world applications. Class imbalance data, which biases the learning of the model and subsequently skews the posterior probabilities of the model, makes confidence calibration more challenging. Especially for often more important minority classes with high uncertainty, confidence calibration is more complex and necessary. Unlike previous surveys that typically separately investigate confidence calibration or class imbalance, this paper comprehensively investigates confidence calibration methods for deep learning-based classification models under class imbalance. Firstly, the problem of confidence calibration under class imbalance data is outlined. Secondly, a novel exploratory analysis regarding the impact of class imbalance data on confidence calibration is carried out, which can explain some experimental findings in existing studies. Then, this paper conducts a comprehensive review of 57 state-of-the-art confidence calibration methods under class imbalance data, divides these methods into six groups according to method differences, and systematically compares seven properties to evaluate their superiority. Subsequently, some commonly used and emerging evaluation methods in this field are summarized. Finally, we discuss several promising research directions that may serve as a guideline for future studies.
3_prior_shift	calibration under class imbalance neural network	crossref	Metaheuristics with Deep Convolutional Neural Network for Class Imbalance Handling with Anomaly Detection in Industrial IoT Environment	2022		0		10.21203/rs.3.rs-2307542/v1			Abstract The advancements of industrial Internet of Things (IIoT) have brought substantial value and accessibility to the industry. At the same time, it is followed by various security risks involving anomalies in the gathered data. Anomalies could emerge in the system because of several reasons namely software and hardware malfunctions, or a cyber-attack. The major problems in designing an effectual anomaly detection system include complexity in different anomaly definitions in various domains, defining normal region, normal behavior variation over time, the noise presence in the datasets, and lack of suitable datasets. Furthermore, Class imbalance is the term utilized for data having minority and majority classes. The spectrum of class imbalance ranges from “slightly imbalanced” to “rarity” .In a majority–minority classification problem, class imbalance in the data can drastically skew the classifier performance, presenting a prediction bias for the majority class. This study develops an optimal Deep Convolutional Neural Network for Class Imbalance Handling Anomaly Detection (ODCNN-CIHAD) model. The proposed ODCNN-CIHAD technique majorly focuses on two major processes namely class imbalance data handling and anomaly detection. At the initial stage, the ODCNN-CIHAD technique follows min-max data normalization technique to convert the input data into compatible format. In addition, the ODCNN-CIHAD technique designs a group teaching optimization algorithm (GTOA) with SMOTE technique for handling class imbalance data. Also, the DCNN approach was applied for the recognition and classification of anomalies that exist in the IIoT data. Finally, the gorilla troops optimizer (GTRO) approach was exploited for optimum hyperparameter tuning of the DCNN approach. The experimental validation of the ODCNN-CIHAD technique is carried out utilizing benchmark dataset and the outcomes are inspected under various measures. The comparison study highlighted the improved performance of the ODCNN-CIHAD system on existing approaches.
3_prior_shift	calibration under class imbalance neural network	crossref	FEEDFORWARD NEURAL NETWORK MODELS FOR HANDLING CLASS OVERLAP AND CLASS IMBALANCE	2005	International Journal of Neural Systems	4		10.1142/s012906570500030x		en	This paper proposes a framework for training feedforward neural network models capable of handling class overlap and imbalance by minimizing an error function that compensates for such imperfections of the training set. A special case of the proposed error function can be used for training variance-controlled neural networks (VCNNs), which are developed to handle class overlap by minimizing an error function involving the class-specific variance (CSV) computed at their outputs. Another special case of the proposed error function can be used for training class-balancing neural networks (CBNNs), which are developed to handle class imbalance by relying on class-specific correction (CSC). VCNNs and CBNNs are compared with conventional feedforward neural networks (FFNNs), quantum neural networks (QNNs), and resampling techniques. The properties of VCNNs and CBNNs are illustrated by experiments on artificial data. Various experiments involving real-world data reveal the advantages offered by VCNNs and CBNNs in the presence of class overlap and class imbalance.
3_prior_shift	calibration under class imbalance neural network	crossref	A Survey on Confidence Calibration of Deep Learning-Based Classification Models Under Class Imbalance Data	2025		3		10.36227/techrxiv.171623912.22862601/v2			Confidence calibration in classification models, a technique to achieve accurate posterior probability estimation for classification results, is crucial for assessing the likelihood of correct decisions in real-world applications. Class imbalance data, which biases the learning of the model and subsequently skews the posterior probabilities of the model, makes confidence calibration more challenging. Especially for often more important minority classes with high uncertainty, confidence calibration is more complex and necessary. Unlike previous surveys that typically separately investigate confidence calibration or class imbalance, this paper comprehensively investigates confidence calibration methods for deep learning-based classification models under class imbalance. Firstly, the problem of confidence calibration under class imbalance data is outlined. Secondly, a novel exploratory analysis regarding the impact of class imbalance data on confidence calibration is carried out, which can explain some experimental findings in existing studies. Then, this paper conducts a comprehensive review of 57 state-of-the-art confidence calibration methods under class imbalance data, divides these methods into six groups according to method differences, and systematically compares seven properties to evaluate their superiority. Subsequently, some commonly used and emerging evaluation methods in this field are summarized. Finally, we discuss several promising research directions that may serve as a guideline for future studies.
3_prior_shift	calibration under class imbalance neural network	crossref	A Survey on Confidence Calibration of Deep Learning-Based Classification Models Under Class Imbalance Data_supp1-3565159.pdf			0		10.1109/tnnls.2025.3565159/mm1			
