negative_id	lat_wgs84	lon_wgs84	status	use	notes
neg-tra-0013	43.40000000	-8.18000000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0014	43.40000000	-8.16500000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0015	43.40000000	-8.15000000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0016	43.40000000	-8.13500000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0017	43.40000000	-8.12000000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0018	43.40000000	-8.10500000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0019	43.40000000	-8.09000000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0020	43.40000000	-8.07500000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0021	43.40000000	-8.06000000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0022	43.40000000	-8.04500000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0023	43.40000000	-8.03000000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0024	43.41500000	-8.36000000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0025	43.41500000	-8.34500000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0026	43.41500000	-8.33000000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0027	43.41500000	-8.31500000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0028	43.41500000	-8.30000000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0029	43.41500000	-8.28500000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0030	43.41500000	-8.27000000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0031	43.41500000	-8.25500000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0032	43.41500000	-8.24000000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0033	43.41500000	-8.22500000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0034	43.41500000	-8.21000000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0035	43.41500000	-8.19500000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0036	43.41500000	-8.16500000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0037	43.41500000	-8.15000000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0038	43.41500000	-8.13500000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0039	43.41500000	-8.12000000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0040	43.41500000	-8.10500000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0041	43.41500000	-8.09000000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0042	43.41500000	-8.07500000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0043	43.41500000	-8.06000000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0044	43.41500000	-8.04500000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0045	43.41500000	-8.03000000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0046	43.43000000	-8.36000000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0047	43.43000000	-8.34500000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0048	43.43000000	-8.33000000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0049	43.43000000	-8.31500000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0050	43.43000000	-8.30000000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0051	43.43000000	-8.28500000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0052	43.43000000	-8.27000000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0053	43.43000000	-8.25500000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0054	43.43000000	-8.24000000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0055	43.43000000	-8.22500000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0056	43.43000000	-8.21000000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0057	43.43000000	-8.16500000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0058	43.43000000	-8.15000000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0059	43.43000000	-8.13500000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0060	43.43000000	-8.12000000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0061	43.43000000	-8.10500000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0062	43.43000000	-8.09000000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0063	43.43000000	-8.07500000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0064	43.43000000	-8.06000000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0065	43.43000000	-8.04500000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0066	43.43000000	-8.03000000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0067	43.44500000	-8.36000000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0068	43.44500000	-8.34500000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0069	43.44500000	-8.33000000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0070	43.44500000	-8.31500000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0071	43.44500000	-8.30000000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0072	43.44500000	-8.28500000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0073	43.44500000	-8.27000000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0074	43.44500000	-8.25500000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0075	43.44500000	-8.24000000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0076	43.44500000	-8.22500000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0077	43.44500000	-8.21000000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0078	43.44500000	-8.16500000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0079	43.44500000	-8.13500000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0080	43.44500000	-8.12000000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0081	43.44500000	-8.10500000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0082	43.44500000	-8.09000000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0083	43.44500000	-8.07500000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0084	43.44500000	-8.06000000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0085	43.44500000	-8.04500000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0086	43.44500000	-8.03000000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0087	43.46000000	-8.36000000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0088	43.46000000	-8.34500000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0089	43.46000000	-8.33000000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0090	43.46000000	-8.31500000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0091	43.46000000	-8.30000000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0092	43.46000000	-8.28500000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0093	43.46000000	-8.27000000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0094	43.46000000	-8.25500000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0095	43.46000000	-8.24000000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0096	43.46000000	-8.22500000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0097	43.46000000	-8.13500000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0098	43.46000000	-8.09000000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0099	43.46000000	-8.07500000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0100	43.46000000	-8.06000000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0101	43.46000000	-8.04500000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0102	43.46000000	-8.03000000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0103	43.47500000	-8.36000000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0104	43.47500000	-8.34500000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0105	43.47500000	-8.33000000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0106	43.47500000	-8.31500000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0107	43.47500000	-8.30000000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0108	43.47500000	-8.28500000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0109	43.47500000	-8.27000000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0110	43.47500000	-8.22500000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0111	43.47500000	-8.21000000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0112	43.47500000	-8.19500000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0113	43.47500000	-8.13500000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0114	43.47500000	-8.09000000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0115	43.47500000	-8.07500000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0116	43.47500000	-8.06000000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0117	43.47500000	-8.04500000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0118	43.47500000	-8.03000000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0119	43.49000000	-8.36000000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0120	43.49000000	-8.34500000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0121	43.49000000	-8.33000000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0122	43.49000000	-8.25500000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0123	43.49000000	-8.24000000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0124	43.49000000	-8.21000000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0125	43.49000000	-8.19500000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0126	43.49000000	-8.18000000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0127	43.49000000	-8.16500000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0128	43.49000000	-8.15000000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0129	43.49000000	-8.13500000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0130	43.49000000	-8.10500000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0131	43.49000000	-8.09000000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0132	43.49000000	-8.07500000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0133	43.49000000	-8.04500000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0134	43.49000000	-8.03000000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0135	43.50500000	-8.36000000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0136	43.50500000	-8.34500000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0137	43.50500000	-8.33000000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0138	43.50500000	-8.31500000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0139	43.50500000	-8.30000000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0140	43.50500000	-8.28500000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0141	43.50500000	-8.24000000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0142	43.50500000	-8.15000000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0143	43.50500000	-8.13500000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0144	43.50500000	-8.12000000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0145	43.50500000	-8.10500000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0146	43.50500000	-8.09000000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0147	43.50500000	-8.07500000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0148	43.50500000	-8.06000000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0149	43.50500000	-8.04500000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0150	43.50500000	-8.03000000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0151	43.52000000	-8.36000000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0152	43.52000000	-8.34500000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0153	43.52000000	-8.30000000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
neg-tra-0154	43.52000000	-8.28500000	generated_candidate_requires_qgis_review	hard_negative_candidate	Punto generado automáticamente lejos de positivos conocidos; no asumir que sea negativo real sin revisión visual.
